date,Ticker,Open,High,Low,Close,prob_up,predicted_return,predicted_price,pred,target,future_return_1d,rank
2026-04-16,META,675.989990234375,677.5050048828125,667.75,676.8699951171875,0.53887355,0.0034440663,679.2011865411914,0,0,0.007876913983037692,1
2026-04-16,CAT,768.0,772.8099975585938,754.4500122070312,772.6599731445312,0.52810067,0.0028080647,774.829674998211,0,0,0.003233039834876994,2
2026-04-16,BA,225.0,225.10000610351562,215.39999389648438,218.8800048828125,0.52252394,0.0027766498,219.48775208875304,0,0,-0.02255163648524927,3
