Ticker,position_value,latest_close,latest_prob_up,latest_rank,portfolio_weight
META,390.4335052701157,676.8699951171875,0.538873553276062,1,0.33333333333333337
CAT,390.4335052701157,772.6599731445312,0.5281006693840027,2,0.33333333333333337
BA,390.4335052701157,218.8800048828125,0.5225239396095276,3,0.33333333333333337
