Ticker,position_value,latest_close,latest_prob_up,latest_rank,portfolio_weight
COST,470.3764758870578,987.2100219726562,0.7757814526557922,1,0.2514932750056032
MRK,459.49391756838486,115.45999908447266,0.7227666974067688,4,0.2456747649986111
CRM,313.38337323646886,181.22000122070312,0.7559970021247864,2,0.1675547458424916
ADBE,313.38337323646886,248.15499877929688,0.7387957572937012,3,0.1675547458424916
