date,ticker,action,rank,prob_up,value,profit,profit_pct
2023-04-13,TXN,BUY,1,0.59210604429245,199.8,,
2023-04-13,GE,BUY,2,0.5898773074150085,199.8,,
2023-04-13,AVGO,BUY,3,0.5898653268814087,199.8,,
2023-04-13,PEP,BUY,4,0.5839353799819946,199.8,,
2023-04-13,GS,BUY,5,0.5832974314689636,199.8,,
2023-04-14,TXN,SELL,39,0.38176676630973816,200.79348238358355,0.9934823835835402,0.4972384302219921
2023-04-14,GE,SELL,37,0.4273126721382141,202.38170578262518,2.581705782625164,1.2921450363489309
2023-04-14,AVGO,SELL,40,0.3401280641555786,202.1196121200904,2.3196121200903974,1.160967027072271
2023-04-14,PEP,SELL,8,0.5295295119285583,200.62262210735932,0.8226221073593081,0.4117227764561101
2023-04-14,GS,SELL,26,0.4913470149040222,201.23528366363095,1.4352836636309405,0.7183601920074777
2023-04-14,QCOM,BUY,1,0.5861888527870178,201.22911067024643,,
2023-04-14,ORCL,BUY,2,0.5776636004447937,201.22911067024643,,
2023-04-14,UNH,BUY,3,0.5704734325408936,201.22911067024643,,
2023-04-14,XOM,BUY,4,0.5628897547721863,201.22911067024643,,
2023-04-17,QCOM,SELL,37,0.4546176791191101,199.3102758545078,-1.9188348157386201,-0.9535572707882257
2023-04-17,ORCL,SELL,28,0.49384674429893494,202.8785513381224,1.6494406678759788,0.8196829287681504
2023-04-17,UNH,SELL,24,0.49792927503585815,200.68179810600333,-0.5473125642431,-0.27198478511390906
2023-04-17,XOM,SELL,19,0.5041815638542175,204.9538063281338,3.7246956578873665,1.8509725782126099
2023-04-17,NFLX,BUY,1,0.5248638391494751,1008.2457178653871,,
2023-04-18,NFLX,SELL,11,0.5090765357017517,975.3029223378084,-32.94279552757871,-3.2673380053945307
2023-04-18,TSLA,BUY,1,0.5450103878974915,487.16380970773525,,
2023-04-18,INTC,BUY,2,0.5350520014762878,487.16380970773525,,
2023-04-19,TSLA,SELL,16,0.5769588947296143,439.2459759503903,-47.917833757344965,-9.836082402363255
2023-04-19,PFE,BUY,1,0.7748706936836243,109.70168249360998,,
2023-04-19,WMT,BUY,3,0.6836464405059814,109.70168249360998,,
2023-04-19,CSCO,BUY,4,0.6612826585769653,109.70168249360998,,
2023-04-20,INTC,SELL,8,0.5925003886222839,473.39653868352707,-13.767271024208185,-2.8260044670534126
2023-04-20,PFE,SELL,34,0.422900915145874,110.58202300665774,0.8803405130477557,0.8024858808332633
2023-04-20,WMT,SELL,40,0.3562287390232086,110.14368074392894,0.4419982503189601,0.40290927201112536
2023-04-20,DIS,BUY,1,0.6652572154998779,200.78245067132238,,
