date,Ticker,Open,High,Low,Close,prob_up,predicted_return,predicted_price,pred,target,future_return_1d,rank
2026-04-16,PEP,155.5399932861328,159.7899932861328,154.2626953125,158.3800048828125,0.5659224,0.0019079931,158.68218517042988,0,0,0.02279624565811833,1
2026-04-16,JNJ,237.4199981689453,238.13999938964844,232.1199951171875,234.5399932861328,0.550375,0.0034040522,235.33837241033143,0,0,-0.017304248185769144,2
2026-04-16,WMT,124.33000183105469,125.94000244140625,123.96499633789062,124.81999969482422,0.54297274,0.0031935652,125.21862695119671,0,0,0.00048090379581933185,3
